t,y,x,u,u_pred,psi_x_pred,psi_xx_pred,psi_y_pred,psi_yy_pred,w_pred,u_in_ns_pred,v_pred,w_t_pred,w_x_pred,w_xx_pred,w_y_pred,w_yy_pred,v,u_true,v_true
1,-1.91837,3.26263,0.81105,-1.5968822,0.017074132,0.11208855,1.0264974,0.07390123,-0.18598978,1.0264974,-0.03138174,-0.16534124,0.1660944,-0.026838847,0.49111766,0.21522325,-0.08614,0.98284,-0.03274
1,-1.91837,3.33333,1.07017,-1.5943379,0.024836136,0.107215375,1.0290991,0.067103885,-0.17431927,1.0290991,-0.04055749,-0.16271877,0.16397685,-0.032932285,0.4871595,0.17117788,-0.01593,0.98661,-0.0419
1,-1.91837,3.40404,1.20061,-1.5911562,0.032197494,0.10074186,1.0328792,0.062069125,-0.16281098,1.0328792,-0.04935566,-0.15951085,0.16146052,-0.038045965,0.48448962,0.13568923,0.01423,0.99154,-0.05075
1,-1.91837,3.47475,0.73287,-1.5873702,0.03904652,0.092716,1.0378329,0.05877712,-0.15149312,1.0378329,-0.057625152,-0.15577847,0.15862806,-0.041819293,0.4835138,0.10939644,-0.14146,0.99754,-0.05919
1,-1.91837,3.54545,1.04592,-1.5830235,0.04527375,0.08320644,1.0439383,0.057178125,-0.14038455,1.0439383,-0.0652143,-0.15160528,0.15558502,-0.043979652,0.48461777,0.09274051,-0.05421,1.00466,-0.06704
1,-1.91837,3.61616,0.97702,-1.5781671,0.0507796,0.07229836,1.0511595,0.05719571,-0.12949407,1.0511595,-0.071977675,-0.14708911,0.1524506,-0.044373058,0.48814625,0.085923694,-0.08528,1.0128,-0.07416
1,-1.91837,3.68687,1.08367,-1.5728674,0.055467635,0.060098812,1.05944,0.058725204,-0.11882402,1.05944,-0.07777143,-0.14233975,0.14935163,-0.042991858,0.49438986,0.088886894,-0.06133,1.02193,-0.08052
1,-1.91837,3.75758,1.18453,-1.5671952,0.05925121,0.046731684,1.0687077,0.061637122,-0.10836881,1.0687077,-0.08246388,-0.13746662,0.14640898,-0.03999024,0.5035642,0.10127509,-0.03845,1.03199,-0.08586
1,-1.91837,3.82828,0.97805,-1.5612347,0.06205195,0.032338638,1.0788705,0.0657757,-0.09811434,1.0788705,-0.0859356,-0.13257192,0.14372732,-0.03569218,0.51579374,0.12242269,-0.11017,1.04287,-0.09002
1,-1.91837,3.89899,0.72995,-1.5550741,0.06380339,0.017070428,1.0898226,0.070966125,-0.08803655,1.0898226,-0.08808683,-0.12773708,0.14138107,-0.030577311,0.5311061,0.15137328,-0.19379,1.05442,-0.09294
1,-1.91837,3.9697,1.11119,-1.5488105,0.064449206,0.001097155,1.1014392,0.077014275,-0.07811143,1.1014392,-0.08883705,-0.123019636,0.13940762,-0.025263578,0.5494125,0.18688141,-0.08064,1.06659,-0.0945
1,-1.91837,4.0404,1.22167,-1.542546,0.06394629,-0.015398259,1.1135799,0.08371246,-0.0683142,1.1135799,-0.08813074,-0.11844319,0.13779654,-0.020468121,0.57050335,0.22745176,-0.05018,1.07901,-0.09452
1,-1.91837,4.11111,0.75346,-1.5363826,0.062264055,-0.03223003,1.1260974,0.09084847,-0.058618437,1.1260974,-0.08593859,-0.11398997,0.13648318,-0.016955858,0.5940592,0.27141672,-0.19815,1.0917,-0.09302
1,-1.91837,4.18182,1.32558,-1.5304277,0.05938525,-0.049195513,1.1388282,0.09820391,-0.0490084,1.1388282,-0.08225993,-0.10960456,0.13535033,-0.015487501,0.6196374,0.31696215,-0.02118,1.10444,-0.08991
1,-1.91837,4.25253,1.27996,-1.5247837,0.055308186,-0.066088766,1.1516039,0.1055657,-0.03947693,1.1516039,-0.077123694,-0.10519114,0.1342284,-0.016755441,0.6466943,0.36223084,-0.03446,1.1169,-0.08515
1,-1.91837,4.32323,1.06334,-1.5195544,0.05004651,-0.0826954,1.1642474,0.11272734,-0.030031934,1.1642474,-0.07058913,-0.10062106,0.13290314,-0.02132182,0.67458904,0.40538335,-0.09913,1.12887,-0.07877
1,-1.91837,4.39394,1.57508,-1.514834,0.043625876,-0.098806664,1.1765893,0.119500384,-0.02069372,1.1765893,-0.062739514,-0.09573674,0.1311261,-0.029570965,0.7026255,0.4447109,0.06436,1.14011,-0.07084
1,-1.91837,4.46465,1.00489,-1.5107105,0.03609001,-0.11420726,1.1884527,0.12571208,-0.011504822,1.1884527,-0.05368759,-0.09036846,0.12863052,-0.041661534,0.73004824,0.47866836,-0.10669,1.15046,-0.06145
1,-1.91837,4.53535,1.05319,-1.5072664,0.027497586,-0.1286856,1.1996684,0.13121298,-0.002527386,1.1996684,-0.04356818,-0.08434286,0.12514654,-0.057499606,0.75608224,0.5059626,-0.08384,1.15974,-0.05073
1,-1.91837,4.60606,1.32763,-1.5045707,0.017918712,-0.1420444,1.2100794,0.13588162,0.006162778,1.2100794,-0.032530736,-0.07749617,0.12041875,-0.0767405,0.7799734,0.52561325,0.01083,1.16759,-0.03891
1,-1.91837,4.67677,1.04336,-1.5026833,0.007441001,-0.15409096,1.2195362,0.13962322,0.014467731,1.2195362,-0.020743212,-0.06969272,0.11422766,-0.0987865,0.8009949,0.5369643,-0.0668,1.17404,-0.02619
1,-1.91837,4.74747,1.24773,-1.501651,-0.003835953,-0.16464847,1.227903,0.1423713,0.022277176,1.227903,-0.008382204,-0.06083331,0.10640294,-0.1228214,0.8184858,0.5397122,0.00876,1.17893,-0.01263
1,-1.91837,4.81818,1.36728,-1.501507,-0.01580362,-0.17356423,1.2350643,0.14409134,0.029472888,1.2350643,0.004376796,-0.05086328,0.0968351,-0.14787035,0.8318823,0.53390235,0.05883,1.18216,0.00129
1,-1.91837,4.88889,1.31724,-1.502275,-0.028339487,-0.18070342,1.2409191,0.14477363,0.035929784,1.2409191,0.0173529,-0.03978783,0.08549275,-0.1728388,0.84072274,0.5198993,0.05692,1.18375,0.01542
1,-1.91837,4.9596,1.37056,-1.5039625,-0.0413143,-0.18595919,1.2453891,0.1444367,0.041522488,1.2453891,0.030373305,-0.027668323,0.072421126,-0.19659208,0.8446747,0.4983554,0.0876,1.18372,0.02952
1,-1.91837,5.0303,1.28532,-1.5065675,-0.054589357,-0.1892541,1.2484148,0.14312123,0.046132877,1.2484148,0.043271568,-0.014627662,0.057747707,-0.21802096,0.84353906,0.47015828,0.07556,1.18211,0.04348
1,-1.91837,5.10101,1.34572,-1.5100753,-0.06802909,-0.19054241,1.2499601,0.14088708,0.049655333,1.2499601,0.0559004,-0.000837696,0.04166926,-0.23611595,0.83725536,0.43635848,0.1088,1.179,0.05698
1,-1.91837,5.17172,1.24384,-1.5144627,-0.081488736,-0.18980989,1.2500076,0.13781106,0.051998824,1.2500076,0.06811978,0.013476615,0.024455292,-0.25001138,0.82589644,0.39812538,0.09141,1.17455,0.06987
1,-1.91837,5.24242,1.09509,-1.5196952,-0.09482315,-0.18707651,1.248563,0.13398209,0.053094417,1.248563,0.07980844,0.028052498,0.006430157,-0.2590382,0.8096658,0.35668054,0.05911,1.16886,0.08204
1,-1.91837,5.31313,1.26007,-1.5257343,-0.107896864,-0.18239266,1.2456479,0.12949537,0.05289729,1.2456479,0.09086575,0.042608146,-0.012050082,-0.26275796,0.7888727,0.31321588,0.12382,1.16208,0.09336
1,-1.91837,5.38384,1.44133,-1.532529,-0.12057309,-0.175841,1.2413054,0.124452315,0.05138869,1.2413054,0.101205386,0.056843646,-0.030599043,-0.26097062,0.7639297,0.26887774,0.19295,1.15439,0.10376
1,-1.91837,5.45455,1.09384,-1.5400276,-0.13272287,-0.16753194,1.2355919,0.11895433,0.048577607,1.2355919,0.11075731,0.07046237,-0.04882732,-0.25371578,0.73532444,0.22470495,0.09711,1.1459,0.11329
1,-1.91837,5.52525,0.96708,-1.5481708,-0.14422569,-0.15760265,1.2285811,0.11310178,0.044500872,1.2285811,0.11946906,0.08318035,-0.06635439,-0.24126089,0.703605,0.18160678,0.06898,1.13678,0.12172
1,-1.91837,5.59596,1.29989,-1.5569007,-0.15497509,-0.14620702,1.2203541,0.1069879,0.03921912,1.2203541,0.12730499,0.09474417,-0.082832254,-0.2240635,0.66934115,0.1403233,0.18289,1.12714,0.1292
1,-1.91837,5.66667,1.07056,-1.5661527,-0.16487196,-0.13352014,1.2110053,0.10070125,0.03281889,1.2110053,0.13423933,0.1049301,-0.097944304,-0.20274553,0.63313067,0.101451,0.12124,1.11713,0.13572
1,-1.91837,5.73737,1.24151,-1.5758622,-0.17383024,-0.11973022,1.2006376,0.09432268,0.025407538,1.2006376,0.14025915,0.11355759,-0.1114229,-0.1780508,0.59556746,0.06542347,0.18313,1.10685,0.14128
1,-1.91837,5.80808,1.27009,-1.5859658,-0.18178107,-0.10502724,1.1893522,0.08792145,0.017105795,1.1893522,0.1453631,0.12049658,-0.12306144,-0.150784,0.5572087,0.032509845,0.19992,1.09635,0.14592
1,-1.91837,5.87879,1.48437,-1.5963979,-0.18866654,-0.089610726,1.1772612,0.08155967,0.008051053,1.1772612,0.14955659,0.12566173,-0.13270618,-0.121793255,0.5185932,0.002854345,0.27359,1.0858,0.1497
1,-1.91837,5.94949,1.33194,-1.6070926,-0.19444118,-0.073679075,1.1644768,0.0752897,-0.001610622,1.1644768,0.1528528,0.12901726,-0.14026375,-0.09191751,0.48021403,-0.023518521,0.23251,1.07517,0.1527
1,-1.91837,6.0202,1.00989,-1.6179919,-0.19907738,-0.057418883,1.151104,0.06915245,-0.011733569,1.151104,0.15527186,0.13057506,-0.14570154,-0.061940376,0.4424943,-0.04669344,0.1378,1.06445,0.15476
1,-1.91837,6.09091,1.11352,-1.629031,-0.20255771,-0.04101574,1.1372532,0.06318181,-0.02216607,1.1372532,0.15683834,0.13038811,-0.14903826,-0.032588318,0.40581572,-0.066822216,0.17465,1.05397,0.15614
1,-1.91837,6.16162,1.0738,-1.6401522,-0.20487848,-0.024641221,1.1230283,0.057403747,-0.032762527,1.1230283,0.15758163,0.12854618,-0.15034004,-0.004493253,0.37049356,-0.08411696,0.16624,1.04351,0.15682
1,-1.91837,6.23232,0.84641,-1.6512966,-0.20604703,-0.008455978,1.1085311,0.05183649,-0.043380514,1.1085311,0.15753469,0.12517126,-0.1497159,0.021813365,0.33678764,-0.09882613,0.0988,1.03317,0.15685
1,-1.91837,6.30303,1.12646,-1.6624119,-0.206082,0.007401622,1.0938512,0.04649012,-0.053891744,1.0938512,0.15673384,0.12040748,-0.14730713,0.045921203,0.3048838,-0.11122599,0.18841,1.023,0.15625
1,-1.91837,6.37374,1.35169,-1.6734451,-0.20501103,0.022802906,1.0790801,0.04137163,-0.06417453,1.0790801,0.15521744,0.1144182,-0.14328098,0.0675185,0.27492848,-0.12159364,0.26032,1.013,0.15505
1,-1.91837,6.44444,0.82207,-1.6843452,-0.202871,0.03763604,1.0643014,0.03648357,-0.07411961,1.0643014,0.15302707,0.10737866,-0.13782355,0.08640126,0.24701566,-0.13020389,0.09699,1.00318,0.15329
1,-1.91837,6.51515,1.07584,-1.6950696,-0.19970386,0.05181295,1.0495852,0.031821806,-0.08363476,1.0495852,0.15020514,0.099465795,-0.13112904,0.10247078,0.22118218,-0.13732216,0.17656,0.99357,0.15099
1,-1.91837,6.58586,1.16713,-1.7055733,-0.19556068,0.0652565,1.0350038,0.027382651,-0.09263915,1.0350038,0.1467957,0.09086053,-0.12339901,0.11570784,0.1974382,-0.14319155,0.20504,0.98414,0.14816
1,-1.91837,6.65657,0.8429,-1.7158165,-0.19049412,0.07790734,1.0206156,0.023158947,-0.101066284,1.0206156,0.14284338,0.08173664,-0.114831194,0.126169,0.17575492,-0.1480344,0.1038,0.97492,0.14484
1,-1.91837,6.72727,0.88237,-1.7257615,-0.18456379,0.08972029,1.0064788,0.019142259,-0.10886255,1.0064788,0.13839418,0.07226254,-0.105620176,0.13397202,0.15607986,-0.15204686,0.11505,0.96594,0.14102
1,-1.91837,6.79798,0.96868,-1.7353761,-0.17782754,0.10066919,0.9926365,0.015321896,-0.115991086,0.9926365,0.13349226,0.06259017,-0.095945135,0.13928457,0.13832907,-0.15540223,0.14031,0.95717,0.13673
1,-1.91837,6.86869,0.80686,-1.7446303,-0.17034794,0.11073591,0.9791323,0.011688252,-0.12242416,0.9791323,0.128182,0.052862413,-0.085976504,0.14230628,0.12241081,-0.15824609,0.0879,0.94865,0.13198
1,-1.91837,6.93939,1.0684,-1.7534943,-0.16218902,0.119914375,0.966004,0.008231464,-0.12814584,0.966004,0.12250827,0.043207847,-0.07587013,0.14326124,0.10821908,-0.16070102,0.16655,0.94039,0.12677
1,-1.91837,7.0101,0.54295,-1.7619464,-0.15341146,0.12821253,0.9532773,0.004940218,-0.13315274,0.9532773,0.11651156,0.033735245,-0.065760985,0.14238724,0.09563408,-0.16286874,0.00007,0.93235,0.1211
1,-1.91837,7.08081,0.78667,-1.7699646,-0.14407778,0.13564317,0.94097924,0.001805335,-0.1374485,0.94097924,0.11023387,0.024541559,-0.05577112,0.13992529,0.08453743,-0.16482988,0.0721,0.92459,0.11497
1,-1.91837,7.15152,0.74732,-1.7775292,-0.13424866,0.14222787,0.92912996,-0.001182584,-0.14104529,0.92912996,0.10371378,0.015707146,-0.04600451,0.13611425,0.074806586,-0.16664828,0.05558,0.91713,0.10836
1,-1.91837,7.22222,1.06402,-1.7846258,-0.123984896,0.14799358,0.917746,-0.004032026,-0.14396155,0.917746,0.09698916,0.007298777,-0.036549672,0.13118462,0.06632081,-0.16837284,0.1492,0.90994,0.10131
1,-1.91837,7.29293,1.0424,-1.7912412,-0.1133396,0.15297464,0.9068361,-0.006751954,-0.14622268,0.9068361,0.09009337,-0.000634757,-0.027475081,0.12535179,0.058958743,-0.1700397,0.13708,0.9031,0.09378
1,-1.91837,7.36364,0.9307,-1.7973638,-0.10236884,0.1572064,0.89641,-0.009348973,-0.14785743,0.89641,0.08306006,-0.008053305,-0.018838948,0.11881673,0.052607026,-0.17167434,0.09642,0.89659,0.08581
1,-1.91837,7.43434,1.19046,-1.8029846,-0.091125645,0.16072755,0.8864745,-0.011829697,-0.14889786,0.8864745,0.07592032,-0.014928845,-0.010685373,0.11176312,0.047156714,-0.17329365,0.17062,0.89047,0.07737
1,-1.91837,7.50505,0.81871,-1.8080978,-0.07965581,0.1635805,0.8770275,-0.014200217,-0.1493803,0.8770275,0.0687004,-0.02124672,-0.003042887,0.10435196,0.042502996,-0.1749082,0.04798,0.88472,0.0685
1,-1.91837,7.57576,0.8756,-1.8126987,-0.06800687,0.16580646,0.8680723,-0.016465506,-0.14934096,0.8680723,0.06142735,-0.026998017,0.00406713,0.09672794,0.038550522,-0.1765227,0.05802,0.87938,0.0592
1,-1.91837,7.64646,0.95814,-1.8167833,-0.056222845,0.16744775,0.8596054,-0.018629795,-0.14881796,0.8596054,0.05412554,-0.03218234,0.010633357,0.08901609,0.035210278,-0.1781378,0.07548,0.87451,0.04948
1,-1.91837,7.71717,0.75784,-1.8203526,-0.044340786,0.16854751,0.85162127,-0.020697394,-0.14785011,0.85162127,0.046814688,-0.03680764,0.016655229,0.08132055,0.032398976,-0.1797516,0.00445,0.87011,0.03934
1,-1.91837,7.78788,0.9018,-1.8234046,-0.032398827,0.16914693,0.84411573,-0.022671487,-0.14647543,0.84411573,0.03951561,-0.040885396,0.022136195,0.07373069,0.030042026,-0.18136017,0.03991,0.86621,0.02885
1,-1.91837,7.85859,0.99531,-1.8259413,-0.020430993,0.169287,0.83708036,-0.02455473,-0.14473227,0.83708036,0.032245483,-0.04443223,0.02708653,0.066319026,0.02807145,-0.18295744,0.05927,0.86273,0.01806
1,-1.91837,7.92929,0.67314,-1.827965,-0.008469941,0.1690065,0.8305084,-0.026349096,-0.1426574,0.8305084,0.025021918,-0.04746736,0.031519994,0.059144802,0.026425757,-0.18453716,-0.05088,0.8597,0.0071
1,-1.83673,1.07071,1.30367,-1.4038172,-0.014482234,-0.12628612,1.259841,0.5802891,-0.454003,1.259841,0.020227153,0.004837222,0.029167883,0.24430194,0.73861724,3.0020618,0.06919,1.15548,0.02313
1,-1.83673,1.14141,1.1202,-1.4055536,-0.02327863,-0.12240793,1.256346,0.57374597,-0.45133805,1.256346,0.028833432,-0.014409794,0.04610425,0.23433182,0.72257996,2.9412088,0.0217,1.15181,0.03152
1,-1.83673,1.21212,1.25886,-1.4078847,-0.031771652,-0.117673,1.2518933,0.56517506,-0.44750205,1.2518933,0.037022375,-0.032870103,0.06224178,0.22169659,0.7075665,2.8711655,0.07424,1.14743,0.03961
1,-1.83673,1.28283,1.20152,-1.4107783,-0.03989997,-0.11208764,1.2465346,0.5546464,-0.44255874,1.2465346,0.04474408,-0.050365012,0.077402025,0.20675409,0.6937644,2.793038,0.06572,1.14232,0.04732
1,-1.83673,1.35354,1.18986,-1.4141997,-0.047603324,-0.10566075,1.2403258,0.5422433,-0.43658257,1.2403258,0.051950324,-0.066749506,0.09143646,0.18992598,0.6813065,2.7078943,0.0712,1.13653,0.05463
1,-1.83673,1.42424,0.94541,-1.4181113,-0.054821875,-0.09840577,1.2333257,0.5280642,-0.4296584,1.2333257,0.05859401,-0.0819101,0.10422623,0.17168732,0.6702734,2.6167698,0.00398,1.13008,0.06138
1,-1.83673,1.49495,1.12709,-1.4224715,-0.061499678,-0.0903387,1.2255956,0.51221365,-0.42187494,1.2255956,0.06463153,-0.09577401,0.11569325,0.15253934,0.66069025,2.5205967,0.06885,1.12301,0.06758
1,-1.83673,1.56566,1.3183,-1.4272357,-0.067579105,-0.08148421,1.2172039,0.49481356,-0.41332936,1.2172039,0.070019335,-0.108295634,0.12578942,0.13300516,0.65253574,2.4202704,0.13619,1.11539,0.07312
1,-1.83673,1.63636,0.99435,-1.4323561,-0.07300437,-0.07187533,1.2082199,0.47599518,-0.40411985,1.2082199,0.074715555,-0.11946385,0.1345047,0.113601565,0.64574206,2.3165987,0.04286,1.10724,0.07794
1,-1.83673,1.70707,1.24316,-1.4377842,-0.07772605,-0.061550226,1.1987139,0.455891,-0.39434078,1.1987139,0.078684136,-0.12930323,0.1418682,0.09480935,0.64019597,2.2102613,0.1269,1.09861,0.08197
1,-1.83673,1.77778,1.28414,-1.4434661,-0.08169338,-0.050561395,1.1887622,0.43464875,-0.38408735,1.1887622,0.081888564,-0.13786112,0.14793758,0.07706928,0.6357513,2.1018915,0.14559,1.08966,0.08515
1,-1.83673,1.84848,1.0506,-1.4493451,-0.08486187,-0.038973678,1.1784443,0.4124232,-0.3734495,1.1784443,0.08429722,-0.14520983,0.15280028,0.060755767,0.6322289,1.992038,0.07815,1.08038,0.08741
1,-1.83673,1.91919,1.05705,-1.455367,-0.087192304,-0.02685906,1.1678369,0.38936463,-0.36250556,1.1678369,0.08588168,-0.15144435,0.15656927,0.046153575,0.62942445,1.8811212,0.08449,1.07101,0.08883
1,-1.83673,1.9899,1.04048,-1.4614704,-0.0886499,-0.014308084,1.1570243,0.3656382,-0.3513301,1.1570243,0.086616844,-0.15667011,0.15937243,0.03346321,0.62711674,1.7695395,0.08277,1.06145,0.08929
1,-1.83673,2.06061,1.11811,-1.4675956,-0.08920777,-0.001422568,1.1460919,0.34140915,-0.3399866,1.1460919,0.086482644,-0.16100293,0.1613492,0.02278461,0.62507397,1.6576165,0.10936,1.05189,0.08877
1,-1.83673,2.13131,1.39901,-1.4736798,-0.08884622,0.011680528,1.1351281,0.31684932,-0.32852983,1.1351281,0.08546299,-0.16456097,0.16264206,0.014121123,0.62305987,1.5456412,0.19818,1.04245,0.08735
1,-1.83673,2.20202,1.1103,-1.4796605,-0.08755352,0.024877992,1.1242195,0.29212207,-0.31700006,1.1242195,0.08354731,-0.16746189,0.16339137,0.007381667,0.62084246,1.4338261,0.109,1.0331,0.08501
1,-1.83673,2.27273,1.13923,-1.4854735,-0.08532893,0.038029097,1.1134582,0.26740354,-0.30543265,1.1134582,0.08073028,-0.1698146,0.16372743,0.002398622,0.6182014,1.3224167,0.11743,1.02412,0.08165
1,-1.83673,2.34343,1.13008,-1.4910549,-0.082180776,0.050984863,1.1029395,0.24286947,-0.29385433,1.1029395,0.07701486,-0.17171705,0.16376653,-0.001058462,0.6149366,1.2116603,0.11303,1.01545,0.0774
1,-1.83673,2.41414,1.164,-1.4963437,-0.0781271,0.06359376,1.0927545,0.21868567,-0.28227943,1.0927545,0.07240839,-0.17325336,0.16360717,-0.003265658,0.61087376,1.1017781,0.12102,1.00721,0.07229
