x,y,t,u,v
6.51515,-1.91837,0,0.88929,0.06906
6.58586,-1.91837,0,0.884,0.05968
6.65657,-1.91837,0,0.87918,0.04984
6.72727,-1.91837,0,0.8749,0.03958
6.79798,-1.91837,0,0.87113,0.02891
6.86869,-1.91837,0,0.86792,0.0179
6.93939,-1.91837,0,0.86527,0.0066
7.0101,-1.91837,0,0.8631,-0.00492
7.08081,-1.91837,0,0.86149,-0.01655
7.15152,-1.91837,0,0.86041,-0.02825
7.22222,-1.91837,0,0.85981,-0.03994
7.29293,-1.91837,0,0.85972,-0.05153
7.36364,-1.91837,0,0.86024,-0.06303
7.43434,-1.91837,0,0.86152,-0.07444
7.50505,-1.91837,0,0.86356,-0.08576
7.57576,-1.91837,0,0.86655,-0.09696
7.64646,-1.91837,0,0.87061,-0.10799
7.71717,-1.91837,0,0.87584,-0.11884
7.78788,-1.91837,0,0.88229,-0.12939
7.85859,-1.91837,0,0.88995,-0.13959
7.92929,-1.91837,0,0.89859,-0.14919
8,-1.91837,0,0.90819,-0.15815
1,-1.83673,0,1.12632,0.00387
1.07071,-1.83673,0,1.12205,0.00947
1.14141,-1.83673,0,1.11727,0.01447
1.21212,-1.83673,0,1.11205,0.01884
1.28283,-1.83673,0,1.10644,0.02253
1.35354,-1.83673,0,1.1005,0.02551
1.42424,-1.83673,0,1.09437,0.02769
1.49495,-1.83673,0,1.08808,0.02909
1.56566,-1.83673,0,1.08177,0.02968
1.63636,-1.83673,0,1.07553,0.02942
1.70707,-1.83673,0,1.06943,0.02831
1.77778,-1.83673,0,1.06365,0.02639
1.84848,-1.83673,0,1.05825,0.02364
1.91919,-1.83673,0,1.05334,0.02026
1.9899,-1.83673,0,1.04898,0.01613
2.06061,-1.83673,0,1.04532,0.01137
2.13131,-1.83673,0,1.0424,0.00611
2.20202,-1.83673,0,1.04025,0.00038
2.27273,-1.83673,0,1.03912,-0.0057
2.34343,-1.83673,0,1.03891,-0.01203
2.41414,-1.83673,0,1.03966,-0.01846
2.48485,-1.83673,0,1.04146,-0.0248
2.55556,-1.83673,0,1.04429,-0.03107
2.62626,-1.83673,0,1.04815,-0.03699
2.69697,-1.83673,0,1.05304,-0.04246
2.76768,-1.83673,0,1.05891,-0.04738
2.83838,-1.83673,0,1.06567,-0.05154
2.90909,-1.83673,0,1.07325,-0.05482
2.9798,-1.83673,0,1.08156,-0.05711
3.05051,-1.83673,0,1.09043,-0.05827
3.12121,-1.83673,0,1.09975,-0.05821
3.19192,-1.83673,0,1.10932,-0.05683
3.26263,-1.83673,0,1.11895,-0.05417
3.33333,-1.83673,0,1.12846,-0.05003
3.40404,-1.83673,0,1.13765,-0.0446
3.47475,-1.83673,0,1.14635,-0.03783
3.54545,-1.83673,0,1.1543,-0.02982
3.61616,-1.83673,0,1.16133,-0.02067
3.68687,-1.83673,0,1.16724,-0.01053
3.75758,-1.83673,0,1.17206,0.00043
3.82828,-1.83673,0,1.17561,0.01205
3.89899,-1.83673,0,1.17778,0.02413
3.9697,-1.83673,0,1.17856,0.03645
4.0404,-1.83673,0,1.17796,0.04891
4.11111,-1.83673,0,1.176,0.06112
4.18182,-1.83673,0,1.17277,0.07313
4.25253,-1.83673,0,1.1683,0.08476
4.32323,-1.83673,0,1.1627,0.09579
4.39394,-1.83673,0,1.1561,0.10613
4.46465,-1.83673,0,1.14861,0.11571
4.53535,-1.83673,0,1.1404,0.12451
4.60606,-1.83673,0,1.13142,0.13245
4.67677,-1.83673,0,1.12198,0.13945
4.74747,-1.83673,0,1.11214,0.14563
4.81818,-1.83673,0,1.10179,0.15088
4.88889,-1.83673,0,1.09135,0.15532
4.9596,-1.83673,0,1.08073,0.15889
5.0303,-1.83673,0,1.06996,0.16162
5.10101,-1.83673,0,1.05919,0.16358
5.17172,-1.83673,0,1.04842,0.16479
5.24242,-1.83673,0,1.0377,0.16527
5.31313,-1.83673,0,1.02709,0.16507
5.38384,-1.83673,0,1.01659,0.16422
5.45455,-1.83673,0,1.00621,0.16275
5.52525,-1.83673,0,0.99603,0.16068
5.59596,-1.83673,0,0.98601,0.15801
5.66667,-1.83673,0,0.97619,0.1548
5.73737,-1.83673,0,0.96657,0.15103
5.80808,-1.83673,0,0.95716,0.14676
5.87879,-1.83673,0,0.94802,0.14198
5.94949,-1.83673,0,0.93908,0.13666
6.0202,-1.83673,0,0.93042,0.13083
6.09091,-1.83673,0,0.92202,0.1245
6.16162,-1.83673,0,0.91388,0.11767
6.23232,-1.83673,0,0.90609,0.1103
6.30303,-1.83673,0,0.8986,0.10245
6.37374,-1.83673,0,0.89148,0.09407
6.44444,-1.83673,0,0.88474,0.08517
6.51515,-1.83673,0,0.87841,0.07575
6.58586,-1.83673,0,0.87255,0.06584
6.65657,-1.83673,0,0.86715,0.05544
6.72727,-1.83673,0,0.86224,0.04457
6.79798,-1.83673,0,0.85787,0.0333
6.86869,-1.83673,0,0.85396,0.02168
6.93939,-1.83673,0,0.85054,0.00978
7.0101,-1.83673,0,0.84768,-0.00232
7.08081,-1.83673,0,0.8453,-0.01453
7.15152,-1.83673,0,0.84338,-0.02683
7.22222,-1.83673,0,0.84203,-0.03913
7.29293,-1.83673,0,0.84141,-0.05149
7.36364,-1.83673,0,0.84159,-0.06389
7.43434,-1.83673,0,0.84282,-0.07638
7.50505,-1.83673,0,0.84527,-0.08896
7.57576,-1.83673,0,0.84906,-0.10158
7.64646,-1.83673,0,0.85428,-0.11408
7.71717,-1.83673,0,0.86088,-0.1264
7.78788,-1.83673,0,0.86884,-0.13834
7.85859,-1.83673,0,0.87797,-0.14981
7.92929,-1.83673,0,0.88814,-0.16059
8,-1.83673,0,0.89916,-0.17055
1,-1.7551,0,1.13346,0.00882
1.07071,-1.7551,0,1.12855,0.01505
1.14141,-1.7551,0,1.12304,0.02068
1.21212,-1.7551,0,1.11701,0.02557
1.28283,-1.7551,0,1.11051,0.02974
1.35354,-1.7551,0,1.10366,0.03304
1.42424,-1.7551,0,1.09654,0.03548
1.49495,-1.7551,0,1.08923,0.03701
1.56566,-1.7551,0,1.08187,0.03758
1.63636,-1.7551,0,1.07458,0.03714
1.70707,-1.7551,0,1.06753,0.03574
1.77778,-1.7551,0,1.06079,0.0334
1.84848,-1.7551,0,1.05439,0.03021
1.91919,-1.7551,0,1.04858,0.02608
1.9899,-1.7551,0,1.0434,0.0212
2.06061,-1.7551,0,1.039,0.01557
2.13131,-1.7551,0,1.03539,0.00933
2.20202,-1.7551,0,1.03286,0.00251
2.27273,-1.7551,0,1.0313,-0.00471
2.34343,-1.7551,0,1.03083,-0.01222
2.41414,-1.7551,0,1.03151,-0.01988
2.48485,-1.7551,0,1.0334,-0.02756
2.55556,-1.7551,0,1.0365,-0.03513
2.62626,-1.7551,0,1.04081,-0.04235
2.69697,-1.7551,0,1.04632,-0.0491
2.76768,-1.7551,0,1.05299,-0.05518
2.83838,-1.7551,0,1.06075,-0.06045
2.90909,-1.7551,0,1.06949,-0.06472
2.9798,-1.7551,0,1.07907,-0.06783
3.05051,-1.7551,0,1.0894,-0.06964
3.12121,-1.7551,0,1.10028,-0.07003
3.19192,-1.7551,0,1.11149,-0.06896
3.26263,-1.7551,0,1.12282,-0.06617
3.33333,-1.7551,0,1.13403,-0.06181
3.40404,-1.7551,0,1.14485,-0.05587
3.47475,-1.7551,0,1.15516,-0.04833
3.54545,-1.7551,0,1.16456,-0.03929
3.61616,-1.7551,0,1.17296,-0.02893
3.68687,-1.7551,0,1.18015,-0.01739
3.75758,-1.7551,0,1.18588,-0.00484
3.82828,-1.7551,0,1.19006,0.0084
3.89899,-1.7551,0,1.19268,0.02222
3.9697,-1.7551,0,1.1937,0.03631
4.0404,-1.7551,0,1.19307,0.05042
4.11111,-1.7551,0,1.19087,0.06442
4.18182,-1.7551,0,1.18718,0.07792
4.25253,-1.7551,0,1.1821,0.09092
4.32323,-1.7551,0,1.1757,0.10329
4.39394,-1.7551,0,1.16822,0.11481
4.46465,-1.7551,0,1.15978,0.12543
4.53535,-1.7551,0,1.15044,0.13504
4.60606,-1.7551,0,1.14043,0.14362
4.67677,-1.7551,0,1.1299,0.15129
4.74747,-1.7551,0,1.11888,0.15788
4.81818,-1.7551,0,1.10761,0.16349
4.88889,-1.7551,0,1.09609,0.16811
4.9596,-1.7551,0,1.08441,0.1718
5.0303,-1.7551,0,1.0727,0.17459
5.10101,-1.7551,0,1.061,0.17654
5.17172,-1.7551,0,1.04935,0.17768
5.24242,-1.7551,0,1.03781,0.17806
5.31313,-1.7551,0,1.02641,0.17772
5.38384,-1.7551,0,1.01515,0.17668
5.45455,-1.7551,0,1.00406,0.17501
5.52525,-1.7551,0,0.99318,0.17273
5.59596,-1.7551,0,0.9825,0.16983
5.66667,-1.7551,0,0.97204,0.16638
5.73737,-1.7551,0,0.9618,0.16238
5.80808,-1.7551,0,0.95179,0.15784
5.87879,-1.7551,0,0.94202,0.15274
5.94949,-1.7551,0,0.93247,0.14712
6.0202,-1.7551,0,0.92324,0.14105
6.09091,-1.7551,0,0.91425,0.13442
6.16162,-1.7551,0,0.9055,0.12719
6.23232,-1.7551,0,0.8971,0.11948
6.30303,-1.7551,0,0.889,0.11124
6.37374,-1.7551,0,0.88128,0.10244
6.44444,-1.7551,0,0.8739,0.09308
6.51515,-1.7551,0,0.86693,0.08316
6.58586,-1.7551,0,0.8604,0.07272
6.65657,-1.7551,0,0.85434,0.06177
6.72727,-1.7551,0,0.84873,0.05036
6.79798,-1.7551,0,0.84355,0.03852
6.86869,-1.7551,0,0.83882,0.02635
6.93939,-1.7551,0,0.83463,0.01389
7.0101,-1.7551,0,0.83089,0.00124
7.08081,-1.7551,0,0.82759,-0.01157
7.15152,-1.7551,0,0.82497,-0.02455
7.22222,-1.7551,0,0.82309,-0.03768
7.29293,-1.7551,0,0.82226,-0.05116
7.36364,-1.7551,0,0.82273,-0.06485
7.43434,-1.7551,0,0.82465,-0.07896
7.50505,-1.7551,0,0.82823,-0.09325
7.57576,-1.7551,0,0.83347,-0.10761
7.64646,-1.7551,0,0.84036,-0.12188
7.71717,-1.7551,0,0.84878,-0.13583
7.78788,-1.7551,0,0.85854,-0.1492
7.85859,-1.7551,0,0.86933,-0.16188
7.92929,-1.7551,0,0.88104,-0.17371
8,-1.7551,0,0.89343,-0.18452
1,-1.67347,0,1.14147,0.01442
1.07071,-1.67347,0,1.13585,0.02153
1.14141,-1.67347,0,1.12951,0.02785
1.21212,-1.67347,0,1.12258,0.03339
1.28283,-1.67347,0,1.11511,0.03806
1.35354,-1.67347,0,1.10717,0.0418
1.42424,-1.67347,0,1.09888,0.04456
1.49495,-1.67347,0,1.09042,0.04615
1.56566,-1.67347,0,1.08195,0.04669
1.63636,-1.67347,0,1.07353,0.04605
1.70707,-1.67347,0,1.06518,0.04443
1.77778,-1.67347,0,1.05726,0.04167
1.84848,-1.67347,0,1.04974,0.03786
1.91919,-1.67347,0,1.04295,0.03302
1.9899,-1.67347,0,1.0368,0.02727
2.06061,-1.67347,0,1.03153,0.02068
2.13131,-1.67347,0,1.02727,0.01324
2.20202,-1.67347,0,1.02403,0.00523
2.27273,-1.67347,0,1.02197,-0.00332
2.34343,-1.67347,0,1.02122,-0.01222
2.41414,-1.67347,0,1.0218,-0.02138
2.48485,-1.67347,0,1.02376,-0.0306
2.55556,-1.67347,0,1.02709,-0.03959
2.62626,-1.67347,0,1.03184,-0.04834
2.69697,-1.67347,0,1.03804,-0.05655
2.76768,-1.67347,0,1.04551,-0.06408
2.83838,-1.67347,0,1.05436,-0.07067
2.90909,-1.67347,0,1.0644,-0.07611
2.9798,-1.67347,0,1.07548,-0.08023
3.05051,-1.67347,0,1.08744,-0.08286
3.12121,-1.67347,0,1.10003,-0.08394
3.19192,-1.67347,0,1.11313,-0.08306
3.26263,-1.67347,0,1.12641,-0.0803
3.33333,-1.67347,0,1.13956,-0.07575
3.40404,-1.67347,0,1.15242,-0.06919
3.47475,-1.67347,0,1.16457,-0.06074
3.54545,-1.67347,0,1.1757,-0.05054
3.61616,-1.67347,0,1.18567,-0.03875
3.68687,-1.67347,0,1.19419,-0.02555
3.75758,-1.67347,0,1.20106,-0.01119
3.82828,-1.67347,0,1.20614,0.00406
3.89899,-1.67347,0,1.20935,0.01991
3.9697,-1.67347,0,1.21059,0.03605
4.0404,-1.67347,0,1.20994,0.05216
4.11111,-1.67347,0,1.20748,0.06804
4.18182,-1.67347,0,1.20319,0.08341
4.25253,-1.67347,0,1.19738,0.09807
4.32323,-1.67347,0,1.19014,0.11188
4.39394,-1.67347,0,1.18159,0.12474
4.46465,-1.67347,0,1.17188,0.13633
4.53535,-1.67347,0,1.16134,0.14694
4.60606,-1.67347,0,1.15014,0.15627
4.67677,-1.67347,0,1.13834,0.16441
4.74747,-1.67347,0,1.12613,0.1715
4.81818,-1.67347,0,1.11362,0.17736
4.88889,-1.67347,0,1.10095,0.18215
4.9596,-1.67347,0,1.08818,0.18592
5.0303,-1.67347,0,1.07543,0.18871
5.10101,-1.67347,0,1.06274,0.19058
5.17172,-1.67347,0,1.05016,0.19159
5.24242,-1.67347,0,1.03772,0.1918
5.31313,-1.67347,0,1.02547,0.19125
5.38384,-1.67347,0,1.01345,0.19001
5.45455,-1.67347,0,1.00162,0.18809
5.52525,-1.67347,0,0.99006,0.18556
5.59596,-1.67347,0,0.97871,0.18242
5.66667,-1.67347,0,0.96759,0.1787
5.73737,-1.67347,0,0.95672,0.17443
5.80808,-1.67347,0,0.94609,0.16961
5.87879,-1.67347,0,0.93571,0.16425
5.94949,-1.67347,0,0.92557,0.15836
6.0202,-1.67347,0,0.91569,0.15191
6.09091,-1.67347,0,0.90606,0.14493
6.16162,-1.67347,0,0.89672,0.13746
6.23232,-1.67347,0,0.88767,0.12942
6.30303,-1.67347,0,0.87893,0.12076
6.37374,-1.67347,0,0.87057,0.11155
6.44444,-1.67347,0,0.86251,0.10178
6.51515,-1.67347,0,0.85483,0.09138
6.58586,-1.67347,0,0.84758,0.08043
6.65657,-1.67347,0,0.8407,0.06898
6.72727,-1.67347,0,0.83423,0.05707
6.79798,-1.67347,0,0.82818,0.04474
6.86869,-1.67347,0,0.8226,0.03203
6.93939,-1.67347,0,0.81745,0.01904
7.0101,-1.67347,0,0.81274,0.00581
7.08081,-1.67347,0,0.80874,-0.00774
7.15152,-1.67347,0,0.80555,-0.0216
7.22222,-1.67347,0,0.80372,-0.03615
7.29293,-1.67347,0,0.80344,-0.0513
7.36364,-1.67347,0,0.80483,-0.06686
7.43434,-1.67347,0,0.80818,-0.08303
7.50505,-1.67347,0,0.81349,-0.09939
7.57576,-1.67347,0,0.8207,-0.11577
7.64646,-1.67347,0,0.8296,-0.13189
7.71717,-1.67347,0,0.84007,-0.14749
7.78788,-1.67347,0,0.85147,-0.16217
7.85859,-1.67347,0,0.86376,-0.17576
7.92929,-1.67347,0,0.87673,-0.18838
8,-1.67347,0,0.89021,-0.19976
1,-1.59184,0,1.15053,0.02094
1.07071,-1.59184,0,1.14408,0.02897
1.14141,-1.59184,0,1.13686,0.03612
1.21212,-1.59184,0,1.12891,0.04238
1.28283,-1.59184,0,1.12027,0.04771
1.35354,-1.59184,0,1.11111,0.05186
1.42424,-1.59184,0,1.1016,0.05488
1.49495,-1.59184,0,1.09184,0.05662
1.56566,-1.59184,0,1.08191,0.05727
1.63636,-1.59184,0,1.07206,0.05656
1.70707,-1.59184,0,1.0624,0.05461
1.77778,-1.59184,0,1.05321,0.05131
1.84848,-1.59184,0,1.04441,0.04685
1.91919,-1.59184,0,1.03631,0.04121
1.9899,-1.59184,0,1.02904,0.03447
2.06061,-1.59184,0,1.02275,0.02671
2.13131,-1.59184,0,1.01758,0.01806
2.20202,-1.59184,0,1.01362,0.00864
2.27273,-1.59184,0,1.011,-0.00141
2.34343,-1.59184,0,1.00983,-0.01192
2.41414,-1.59184,0,1.01018,-0.02274
2.48485,-1.59184,0,1.01213,-0.03367
2.55556,-1.59184,0,1.01567,-0.04448
2.62626,-1.59184,0,1.02088,-0.05501
2.69697,-1.59184,0,1.02769,-0.06486
2.76768,-1.59184,0,1.03621,-0.07417
2.83838,-1.59184,0,1.04605,-0.08228
2.90909,-1.59184,0,1.0575,-0.08916
2.9798,-1.59184,0,1.07011,-0.09453
3.05051,-1.59184,0,1.08383,-0.09826
3.12121,-1.59184,0,1.09849,-0.09993
3.19192,-1.59184,0,1.11354,-0.09942
3.26263,-1.59184,0,1.12888,-0.09692
3.33333,-1.59184,0,1.14419,-0.09204
3.40404,-1.59184,0,1.15931,-0.08487
3.47475,-1.59184,0,1.17356,-0.07545
3.54545,-1.59184,0,1.1868,-0.06393
3.61616,-1.59184,0,1.19867,-0.05047
3.68687,-1.59184,0,1.20885,-0.03531
3.75758,-1.59184,0,1.21712,-0.01879
3.82828,-1.59184,0,1.2233,-0.00122
3.89899,-1.59184,0,1.22726,0.01701
3.9697,-1.59184,0,1.22894,0.03557
4.0404,-1.59184,0,1.22835,0.05405
4.11111,-1.59184,0,1.2256,0.07221
4.18182,-1.59184,0,1.22079,0.08968
4.25253,-1.59184,0,1.21409,0.10628
4.32323,-1.59184,0,1.20579,0.12172
4.39394,-1.59184,0,1.19599,0.13593
4.46465,-1.59184,0,1.18503,0.14888
4.53535,-1.59184,0,1.17323,0.16025
4.60606,-1.59184,0,1.16051,0.17044
4.67677,-1.59184,0,1.14729,0.17916
4.74747,-1.59184,0,1.1337,0.18655
4.81818,-1.59184,0,1.11985,0.19265
4.88889,-1.59184,0,1.10589,0.19755
4.9596,-1.59184,0,1.09192,0.20131
5.0303,-1.59184,0,1.07803,0.20402
5.10101,-1.59184,0,1.06428,0.20574
5.17172,-1.59184,0,1.05071,0.20656
5.24242,-1.59184,0,1.03738,0.20654
5.31313,-1.59184,0,1.02429,0.20575
5.38384,-1.59184,0,1.01149,0.20424
5.45455,-1.59184,0,0.99892,0.20204
5.52525,-1.59184,0,0.98662,0.19919
5.59596,-1.59184,0,0.9746,0.19579
5.66667,-1.59184,0,0.96282,0.19176
5.73737,-1.59184,0,0.95132,0.18721
5.80808,-1.59184,0,0.94006,0.1821
5.87879,-1.59184,0,0.92906,0.17646
5.94949,-1.59184,0,0.91831,0.17027
6.0202,-1.59184,0,0.9078,0.16354
6.09091,-1.59184,0,0.89755,0.15628
6.16162,-1.59184,0,0.88755,0.14843
6.23232,-1.59184,0,0.87785,0.14006
6.30303,-1.59184,0,0.8684,0.13104
6.37374,-1.59184,0,0.85928,0.12141
6.44444,-1.59184,0,0.85053,0.11125
6.51515,-1.59184,0,0.84211,0.10048
6.58586,-1.59184,0,0.83401,0.08909
6.65657,-1.59184,0,0.82622,0.07719
6.72727,-1.59184,0,0.81882,0.06484
6.79798,-1.59184,0,0.81183,0.05202
6.86869,-1.59184,0,0.80525,0.03882
6.93939,-1.59184,0,0.79909,0.02527
7.0101,-1.59184,0,0.79358,0.01131
7.08081,-1.59184,0,0.78915,-0.00335
7.15152,-1.59184,0,0.7861,-0.0188
7.22222,-1.59184,0,0.78505,-0.03542
7.29293,-1.59184,0,0.78572,-0.05255
7.36364,-1.59184,0,0.78886,-0.07061
7.43434,-1.59184,0,0.79421,-0.08923
7.50505,-1.59184,0,0.80166,-0.10786
7.57576,-1.59184,0,0.81096,-0.12626
7.64646,-1.59184,0,0.82178,-0.14404
7.71717,-1.59184,0,0.83385,-0.16092
7.78788,-1.59184,0,0.84682,-0.17671
7.85859,-1.59184,0,0.86027,-0.19107
7.92929,-1.59184,0,0.87417,-0.20415
8,-1.59184,0,0.88831,-0.21586
1,-1.5102,0,1.16074,0.02841
1.07071,-1.5102,0,1.15346,0.03756
1.14141,-1.5102,0,1.14515,0.04557
1.21212,-1.5102,0,1.13603,0.05269
1.28283,-1.5102,0,1.12611,0.05858
1.35354,-1.5102,0,1.11554,0.06342
1.42424,-1.5102,0,1.10463,0.06686
1.49495,-1.5102,0,1.0933,0.06893
1.56566,-1.5102,0,1.08182,0.06962
1.63636,-1.5102,0,1.07044,0.06871
1.70707,-1.5102,0,1.05919,0.06642
1.77778,-1.5102,0,1.04834,0.06264
1.84848,-1.5102,0,1.03806,0.05744
