x,y,t,u,v
2.69697,-1.83673,0.1,1.031,-0.03427
2.76768,-1.83673,0.1,1.0353,-0.04113
2.83838,-1.83673,0.1,1.04069,-0.04747
2.90909,-1.83673,0.1,1.04711,-0.0532
2.9798,-1.83673,0.1,1.05452,-0.05816
3.05051,-1.83673,0.1,1.06279,-0.0622
3.12121,-1.83673,0.1,1.07186,-0.06517
3.19192,-1.83673,0.1,1.08156,-0.06696
3.26263,-1.83673,0.1,1.09172,-0.06749
3.33333,-1.83673,0.1,1.10223,-0.06656
3.40404,-1.83673,0.1,1.11284,-0.06425
3.47475,-1.83673,0.1,1.1234,-0.06045
3.54545,-1.83673,0.1,1.13363,-0.05518
3.61616,-1.83673,0.1,1.14331,-0.04847
3.68687,-1.83673,0.1,1.1522,-0.04038
3.75758,-1.83673,0.1,1.16026,-0.03108
3.82828,-1.83673,0.1,1.16724,-0.02067
3.89899,-1.83673,0.1,1.17296,-0.00933
3.9697,-1.83673,0.1,1.1773,0.00273
4.0404,-1.83673,0.1,1.18024,0.01538
4.11111,-1.83673,0.1,1.18165,0.02823
4.18182,-1.83673,0.1,1.18163,0.04125
4.25253,-1.83673,0.1,1.18016,0.05426
4.32323,-1.83673,0.1,1.17729,0.06695
4.39394,-1.83673,0.1,1.17312,0.07917
4.46465,-1.83673,0.1,1.16774,0.09082
4.53535,-1.83673,0.1,1.16134,0.10179
4.60606,-1.83673,0.1,1.15387,0.112
4.67677,-1.83673,0.1,1.14566,0.12127
4.74747,-1.83673,0.1,1.1368,0.12972
4.81818,-1.83673,0.1,1.12715,0.13725
4.88889,-1.83673,0.1,1.11724,0.14386
4.9596,-1.83673,0.1,1.10696,0.14954
5.0303,-1.83673,0.1,1.09636,0.1543
5.10101,-1.83673,0.1,1.08562,0.1582
5.17172,-1.83673,0.1,1.07477,0.16126
5.24242,-1.83673,0.1,1.06388,0.1635
5.31313,-1.83673,0.1,1.05301,0.16498
5.38384,-1.83673,0.1,1.0422,0.16574
5.45455,-1.83673,0.1,1.03146,0.16579
5.52525,-1.83673,0.1,1.02087,0.16517
5.59596,-1.83673,0.1,1.01042,0.16391
5.66667,-1.83673,0.1,1.00014,0.16206
5.73737,-1.83673,0.1,0.99002,0.15961
5.80808,-1.83673,0.1,0.9801,0.15663
5.87879,-1.83673,0.1,0.97042,0.15314
5.94949,-1.83673,0.1,0.96092,0.14908
6.0202,-1.83673,0.1,0.95166,0.1445
6.09091,-1.83673,0.1,0.94263,0.13942
6.16162,-1.83673,0.1,0.93382,0.13384
6.23232,-1.83673,0.1,0.92531,0.12775
6.30303,-1.83673,0.1,0.91706,0.12118
6.37374,-1.83673,0.1,0.90912,0.1141
6.44444,-1.83673,0.1,0.90148,0.10651
6.51515,-1.83673,0.1,0.89417,0.09841
6.58586,-1.83673,0.1,0.88724,0.0898
6.65657,-1.83673,0.1,0.88069,0.08067
6.72727,-1.83673,0.1,0.87457,0.07103
6.79798,-1.83673,0.1,0.86892,0.06091
6.86869,-1.83673,0.1,0.8637,0.05032
6.93939,-1.83673,0.1,0.85895,0.03932
7.0101,-1.83673,0.1,0.85474,0.02794
7.08081,-1.83673,0.1,0.85105,0.01626
7.15152,-1.83673,0.1,0.8478,0.00434
7.22222,-1.83673,0.1,0.84504,-0.00772
7.29293,-1.83673,0.1,0.84283,-0.01995
7.36364,-1.83673,0.1,0.84118,-0.03225
7.43434,-1.83673,0.1,0.84017,-0.04456
7.50505,-1.83673,0.1,0.84002,-0.05699
7.57576,-1.83673,0.1,0.84094,-0.06959
7.64646,-1.83673,0.1,0.84317,-0.08229
7.71717,-1.83673,0.1,0.84674,-0.0951
7.78788,-1.83673,0.1,0.85181,-0.10791
7.85859,-1.83673,0.1,0.85825,-0.1206
7.92929,-1.83673,0.1,0.86605,-0.13295
1.07071,-1.7551,0.1,1.13394,0.02116
1.14141,-1.7551,0.1,1.12835,0.02755
1.21212,-1.7551,0.1,1.12213,0.03326
1.28283,-1.7551,0.1,1.11537,0.03827
1.35354,-1.7551,0.1,1.10816,0.04245
1.42424,-1.7551,0.1,1.10057,0.04579
1.49495,-1.7551,0.1,1.09267,0.04821
1.56566,-1.7551,0.1,1.08458,0.04967
1.63636,-1.7551,0.1,1.07644,0.0501
1.70707,-1.7551,0.1,1.06839,0.04952
1.77778,-1.7551,0.1,1.06053,0.04794
1.84848,-1.7551,0.1,1.05286,0.04544
1.91919,-1.7551,0.1,1.04566,0.04191
1.9899,-1.7551,0.1,1.03895,0.03751
2.06061,-1.7551,0.1,1.03289,0.03222
2.13131,-1.7551,0.1,1.02751,0.02618
2.20202,-1.7551,0.1,1.0231,0.01937
2.27273,-1.7551,0.1,1.01957,0.01196
2.34343,-1.7551,0.1,1.01706,0.00403
2.41414,-1.7551,0.1,1.01565,-0.00427
2.48485,-1.7551,0.1,1.0154,-0.01285
2.55556,-1.7551,0.1,1.01637,-0.02161
2.62626,-1.7551,0.1,1.0186,-0.03031
2.69697,-1.7551,0.1,1.0221,-0.03885
2.76768,-1.7551,0.1,1.0269,-0.04704
2.83838,-1.7551,0.1,1.03295,-0.05474
2.90909,-1.7551,0.1,1.04022,-0.06174
2.9798,-1.7551,0.1,1.04863,-0.06786
3.05051,-1.7551,0.1,1.05812,-0.07294
3.12121,-1.7551,0.1,1.06855,-0.07683
3.19192,-1.7551,0.1,1.07973,-0.07942
3.26263,-1.7551,0.1,1.09158,-0.08038
3.33333,-1.7551,0.1,1.1038,-0.07978
3.40404,-1.7551,0.1,1.11616,-0.0775
3.47475,-1.7551,0.1,1.12853,-0.07349
3.54545,-1.7551,0.1,1.14052,-0.06769
3.61616,-1.7551,0.1,1.15196,-0.06023
3.68687,-1.7551,0.1,1.16259,-0.05115
3.75758,-1.7551,0.1,1.17211,-0.04055
3.82828,-1.7551,0.1,1.1803,-0.02869
3.89899,-1.7551,0.1,1.18706,-0.01568
3.9697,-1.7551,0.1,1.19226,-0.00186
4.0404,-1.7551,0.1,1.19572,0.01257
4.11111,-1.7551,0.1,1.19746,0.02742
4.18182,-1.7551,0.1,1.19744,0.04221
4.25253,-1.7551,0.1,1.19576,0.0569
4.32323,-1.7551,0.1,1.19245,0.07131
4.39394,-1.7551,0.1,1.18765,0.0851
4.46465,-1.7551,0.1,1.18153,0.09817
4.53535,-1.7551,0.1,1.1741,0.11035
4.60606,-1.7551,0.1,1.16566,0.12155
4.67677,-1.7551,0.1,1.15638,0.13186
4.74747,-1.7551,0.1,1.14629,0.14105
4.81818,-1.7551,0.1,1.13569,0.14916
4.88889,-1.7551,0.1,1.12459,0.15622
4.9596,-1.7551,0.1,1.11314,0.16223
5.0303,-1.7551,0.1,1.10148,0.16723
5.10101,-1.7551,0.1,1.0897,0.17126
5.17172,-1.7551,0.1,1.07786,0.17438
5.24242,-1.7551,0.1,1.06602,0.17661
5.31313,-1.7551,0.1,1.05426,0.17802
5.38384,-1.7551,0.1,1.04259,0.17864
5.45455,-1.7551,0.1,1.03106,0.17854
5.52525,-1.7551,0.1,1.0197,0.17775
5.59596,-1.7551,0.1,1.00852,0.17629
5.66667,-1.7551,0.1,0.99755,0.17422
5.73737,-1.7551,0.1,0.98678,0.17156
5.80808,-1.7551,0.1,0.97623,0.16833
5.87879,-1.7551,0.1,0.9659,0.16454
5.94949,-1.7551,0.1,0.95578,0.16021
6.0202,-1.7551,0.1,0.94596,0.15542
6.09091,-1.7551,0.1,0.93634,0.15008
6.16162,-1.7551,0.1,0.92694,0.14416
6.23232,-1.7551,0.1,0.91784,0.13778
6.30303,-1.7551,0.1,0.90899,0.1309
6.37374,-1.7551,0.1,0.90046,0.12347
6.44444,-1.7551,0.1,0.8922,0.1155
6.51515,-1.7551,0.1,0.88428,0.10698
6.58586,-1.7551,0.1,0.87672,0.09793
6.65657,-1.7551,0.1,0.86956,0.08834
6.72727,-1.7551,0.1,0.86281,0.07822
6.79798,-1.7551,0.1,0.85645,0.06757
6.86869,-1.7551,0.1,0.85052,0.05645
6.93939,-1.7551,0.1,0.84509,0.0449
7.0101,-1.7551,0.1,0.8401,0.03299
7.08081,-1.7551,0.1,0.83554,0.02075
7.15152,-1.7551,0.1,0.83146,0.00828
7.22222,-1.7551,0.1,0.82792,-0.0044
7.29293,-1.7551,0.1,0.82494,-0.01729
7.36364,-1.7551,0.1,0.82282,-0.03037
7.43434,-1.7551,0.1,0.82164,-0.04384
7.50505,-1.7551,0.1,0.8218,-0.05765
7.57576,-1.7551,0.1,0.82348,-0.07183
7.64646,-1.7551,0.1,0.82681,-0.08634
7.71717,-1.7551,0.1,0.83186,-0.10097
7.78788,-1.7551,0.1,0.83854,-0.11549
7.85859,-1.7551,0.1,0.84672,-0.12978
7.92929,-1.7551,0.1,0.85628,-0.14361
1.07071,-1.67347,0.1,1.14214,0.02766
1.14141,-1.67347,0.1,1.13578,0.03484
1.21212,-1.67347,0.1,1.12873,0.04129
1.28283,-1.67347,0.1,1.12105,0.04693
1.35354,-1.67347,0.1,1.11278,0.05168
1.42424,-1.67347,0.1,1.10405,0.05548
1.49495,-1.67347,0.1,1.09498,0.05812
1.56566,-1.67347,0.1,1.08577,0.0597
1.63636,-1.67347,0.1,1.07645,0.06009
1.70707,-1.67347,0.1,1.06706,0.05947
1.77778,-1.67347,0.1,1.05794,0.05765
1.84848,-1.67347,0.1,1.04906,0.0547
1.91919,-1.67347,0.1,1.04074,0.05061
1.9899,-1.67347,0.1,1.03292,0.04552
2.06061,-1.67347,0.1,1.02582,0.03942
2.13131,-1.67347,0.1,1.01958,0.03231
2.20202,-1.67347,0.1,1.01424,0.02444
2.27273,-1.67347,0.1,1.00996,0.01582
2.34343,-1.67347,0.1,1.00688,0.0066
2.41414,-1.67347,0.1,1.00505,-0.00314
2.48485,-1.67347,0.1,1.00454,-0.01324
2.55556,-1.67347,0.1,1.00541,-0.02343
2.62626,-1.67347,0.1,1.00771,-0.03373
2.69697,-1.67347,0.1,1.01153,-0.04385
2.76768,-1.67347,0.1,1.01673,-0.05363
2.83838,-1.67347,0.1,1.02348,-0.06289
2.90909,-1.67347,0.1,1.03167,-0.07137
2.9798,-1.67347,0.1,1.04121,-0.07889
3.05051,-1.67347,0.1,1.052,-0.08526
3.12121,-1.67347,0.1,1.06385,-0.09034
3.19192,-1.67347,0.1,1.07677,-0.09371
3.26263,-1.67347,0.1,1.09044,-0.09533
3.33333,-1.67347,0.1,1.10455,-0.09519
3.40404,-1.67347,0.1,1.11903,-0.09301
3.47475,-1.67347,0.1,1.13346,-0.08875
3.54545,-1.67347,0.1,1.14747,-0.08242
3.61616,-1.67347,0.1,1.1609,-0.07408
3.68687,-1.67347,0.1,1.1734,-0.06381
3.75758,-1.67347,0.1,1.18465,-0.05176
3.82828,-1.67347,0.1,1.19443,-0.03815
3.89899,-1.67347,0.1,1.20251,-0.02324
3.9697,-1.67347,0.1,1.20866,-0.0073
4.0404,-1.67347,0.1,1.21283,0.00927
4.11111,-1.67347,0.1,1.21499,0.02624
4.18182,-1.67347,0.1,1.21499,0.04329
4.25253,-1.67347,0.1,1.21309,0.06006
4.32323,-1.67347,0.1,1.20932,0.07635
4.39394,-1.67347,0.1,1.20381,0.092
4.46465,-1.67347,0.1,1.19657,0.10654
4.53535,-1.67347,0.1,1.18812,0.1202
4.60606,-1.67347,0.1,1.17856,0.13259
4.67677,-1.67347,0.1,1.16796,0.14375
4.74747,-1.67347,0.1,1.15664,0.15379
4.81818,-1.67347,0.1,1.14469,0.16248
4.88889,-1.67347,0.1,1.13231,0.16996
4.9596,-1.67347,0.1,1.11963,0.17628
5.0303,-1.67347,0.1,1.10678,0.18145
5.10101,-1.67347,0.1,1.09385,0.18555
5.17172,-1.67347,0.1,1.08092,0.18865
5.24242,-1.67347,0.1,1.06806,0.1908
5.31313,-1.67347,0.1,1.05532,0.19206
5.38384,-1.67347,0.1,1.04278,0.19252
5.45455,-1.67347,0.1,1.0304,0.19221
5.52525,-1.67347,0.1,1.01827,0.19119
5.59596,-1.67347,0.1,1.00635,0.1895
5.66667,-1.67347,0.1,0.99467,0.18716
5.73737,-1.67347,0.1,0.98323,0.18424
5.80808,-1.67347,0.1,0.97204,0.18075
5.87879,-1.67347,0.1,0.96109,0.1767
5.94949,-1.67347,0.1,0.95038,0.17211
6.0202,-1.67347,0.1,0.93991,0.16697
6.09091,-1.67347,0.1,0.92968,0.16132
6.16162,-1.67347,0.1,0.91971,0.15519
6.23232,-1.67347,0.1,0.91,0.14854
6.30303,-1.67347,0.1,0.90055,0.14129
6.37374,-1.67347,0.1,0.8914,0.13354
6.44444,-1.67347,0.1,0.8825,0.12523
6.51515,-1.67347,0.1,0.87391,0.1163
6.58586,-1.67347,0.1,0.86571,0.10683
6.65657,-1.67347,0.1,0.85783,0.09679
6.72727,-1.67347,0.1,0.85032,0.08621
6.79798,-1.67347,0.1,0.84321,0.07509
6.86869,-1.67347,0.1,0.83653,0.06347
6.93939,-1.67347,0.1,0.83025,0.05143
7.0101,-1.67347,0.1,0.82433,0.03901
7.08081,-1.67347,0.1,0.81889,0.02624
7.15152,-1.67347,0.1,0.81392,0.01323
7.22222,-1.67347,0.1,0.80966,-0.00024
7.29293,-1.67347,0.1,0.80627,-0.01413
7.36364,-1.67347,0.1,0.80409,-0.02849
7.43434,-1.67347,0.1,0.80339,-0.04359
7.50505,-1.67347,0.1,0.80452,-0.05931
7.57576,-1.67347,0.1,0.8076,-0.07559
7.64646,-1.67347,0.1,0.81266,-0.09223
7.71717,-1.67347,0.1,0.8197,-0.10898
7.78788,-1.67347,0.1,0.8282,-0.12535
7.85859,-1.67347,0.1,0.8382,-0.14109
7.92929,-1.67347,0.1,0.84942,-0.15623
1.07071,-1.59184,0.1,1.15137,0.03504
1.14141,-1.59184,0.1,1.14421,0.04313
1.21212,-1.59184,0.1,1.13623,0.05043
1.28283,-1.59184,0.1,1.12745,0.05686
1.35354,-1.59184,0.1,1.118,0.06217
1.42424,-1.59184,0.1,1.10805,0.06638
1.49495,-1.59184,0.1,1.09771,0.06935
1.56566,-1.59184,0.1,1.08705,0.07123
1.63636,-1.59184,0.1,1.07628,0.07175
1.70707,-1.59184,0.1,1.06552,0.07099
1.77778,-1.59184,0.1,1.05504,0.06881
1.84848,-1.59184,0.1,1.04478,0.06542
1.91919,-1.59184,0.1,1.03503,0.06074
1.9899,-1.59184,0.1,1.02593,0.05484
2.06061,-1.59184,0.1,1.01763,0.04776
2.13131,-1.59184,0.1,1.01027,0.03962
2.20202,-1.59184,0.1,1.00397,0.0305
2.27273,-1.59184,0.1,0.99886,0.02053
2.34343,-1.59184,0.1,0.99504,0.00982
2.41414,-1.59184,0.1,0.99266,-0.00148
2.48485,-1.59184,0.1,0.99178,-0.01324
2.55556,-1.59184,0.1,0.99246,-0.02524
2.62626,-1.59184,0.1,0.99479,-0.03735
2.69697,-1.59184,0.1,0.9988,-0.04919
2.76768,-1.59184,0.1,1.00456,-0.06095
2.83838,-1.59184,0.1,1.01186,-0.07194
2.90909,-1.59184,0.1,1.02097,-0.08218
2.9798,-1.59184,0.1,1.03161,-0.09137
3.05051,-1.59184,0.1,1.04373,-0.09934
3.12121,-1.59184,0.1,1.05729,-0.10564
3.19192,-1.59184,0.1,1.07188,-0.11002
3.26263,-1.59184,0.1,1.08732,-0.11262
3.33333,-1.59184,0.1,1.10346,-0.11293
3.40404,-1.59184,0.1,1.12012,-0.11097
3.47475,-1.59184,0.1,1.13673,-0.10652
3.54545,-1.59184,0.1,1.15307,-0.09966
3.61616,-1.59184,0.1,1.16876,-0.09038
3.68687,-1.59184,0.1,1.18346,-0.07877
3.75758,-1.59184,0.1,1.19678,-0.06505
3.82828,-1.59184,0.1,1.20844,-0.04945
3.89899,-1.59184,0.1,1.21812,-0.03231
3.9697,-1.59184,0.1,1.22564,-0.01395
4.0404,-1.59184,0.1,1.23079,0.0052
4.11111,-1.59184,0.1,1.23353,0.02479
4.18182,-1.59184,0.1,1.23385,0.04438
4.25253,-1.59184,0.1,1.23177,0.06366
4.32323,-1.59184,0.1,1.22747,0.0822
4.39394,-1.59184,0.1,1.22112,0.09983
4.46465,-1.59184,0.1,1.21302,0.11635
4.53535,-1.59184,0.1,1.20342,0.13128
4.60606,-1.59184,0.1,1.19242,0.14511
4.67677,-1.59184,0.1,1.18041,0.15733
4.74747,-1.59184,0.1,1.1676,0.16809
4.81818,-1.59184,0.1,1.15418,0.17737
4.88889,-1.59184,0.1,1.14035,0.18525
4.9596,-1.59184,0.1,1.12627,0.1918
5.0303,-1.59184,0.1,1.11208,0.19707
5.10101,-1.59184,0.1,1.09791,0.20116
5.17172,-1.59184,0.1,1.08383,0.20417
5.24242,-1.59184,0.1,1.0699,0.20615
5.31313,-1.59184,0.1,1.05619,0.20722
5.38384,-1.59184,0.1,1.04274,0.20744
5.45455,-1.59184,0.1,1.0295,0.20686
5.52525,-1.59184,0.1,1.01654,0.20552
5.59596,-1.59184,0.1,1.00388,0.20356
5.66667,-1.59184,0.1,0.99148,0.20091
5.73737,-1.59184,0.1,0.97937,0.19769
5.80808,-1.59184,0.1,0.96752,0.1939
5.87879,-1.59184,0.1,0.95595,0.18956
5.94949,-1.59184,0.1,0.94463,0.18469
6.0202,-1.59184,0.1,0.93355,0.17927
6.09091,-1.59184,0.1,0.92273,0.17335
6.16162,-1.59184,0.1,0.91214,0.16689
6.23232,-1.59184,0.1,0.90182,0.15994
6.30303,-1.59184,0.1,0.89171,0.1524
6.37374,-1.59184,0.1,0.88188,0.14428
6.44444,-1.59184,0.1,0.87235,0.13566
6.51515,-1.59184,0.1,0.8631,0.12642
6.58586,-1.59184,0.1,0.85416,0.11655
6.65657,-1.59184,0.1,0.8455,0.10611
6.72727,-1.59184,0.1,0.83717,0.09511
6.79798,-1.59184,0.1,0.82925,0.08354
6.86869,-1.59184,0.1,0.82168,0.0715
6.93939,-1.59184,0.1,0.8144,0.05903
7.0101,-1.59184,0.1,0.80755,0.04612
7.08081,-1.59184,0.1,0.80115,0.03281
7.15152,-1.59184,0.1,0.79545,0.01899
7.22222,-1.59184,0.1,0.79082,0.00433
7.29293,-1.59184,0.1,0.7874,-0.01091
7.36364,-1.59184,0.1,0.78584,-0.02721
7.43434,-1.59184,0.1,0.7863,-0.04455
7.50505,-1.59184,0.1,0.78904,-0.06269
7.57576,-1.59184,0.1,0.794,-0.08139
7.64646,-1.59184,0.1,0.80104,-0.10027
7.71717,-1.59184,0.1,0.80999,-0.11897
7.78788,-1.59184,0.1,0.82053,-0.13719
7.85859,-1.59184,0.1,0.83217,-0.15433
7.92929,-1.59184,0.1,0.84484,-0.17051
1.07071,-1.5102,0.1,1.16188,0.04344
1.14141,-1.5102,0.1,1.15372,0.05252
1.21212,-1.5102,0.1,1.14466,0.0608
1.28283,-1.5102,0.1,1.13467,0.06794
1.35354,-1.5102,0.1,1.12388,0.07411
1.42424,-1.5102,0.1,1.11259,0.07892
1.49495,-1.5102,0.1,1.10071,0.08242
1.56566,-1.5102,0.1,1.08851,0.08455
1.63636,-1.5102,0.1,1.07617,0.08507
1.70707,-1.5102,0.1,1.06377,0.0842
1.77778,-1.5102,0.1,1.05157,0.08178
1.84848,-1.5102,0.1,1.03973,0.07788
1.91919,-1.5102,0.1,1.02845,0.0725
1.9899,-1.5102,0.1,1.01788,0.06571
2.06061,-1.5102,0.1,1.00816,0.05759
2.13131,-1.5102,0.1,0.99953,0.04823
2.20202,-1.5102,0.1,0.99205,0.03774
2.27273,-1.5102,0.1,0.98593,0.02622
2.34343,-1.5102,0.1,0.98128,0.01386
2.41414,-1.5102,0.1,0.9782,0.00075
2.48485,-1.5102,0.1,0.97679,-0.01288
2.55556,-1.5102,0.1,0.97715,-0.02685
2.62626,-1.5102,0.1,0.97938,-0.041
2.69697,-1.5102,0.1,0.98345,-0.05499
2.76768,-1.5102,0.1,0.98952,-0.06871
2.83838,-1.5102,0.1,0.99744,-0.08183
2.90909,-1.5102,0.1,1.00731,-0.09408
2.9798,-1.5102,0.1,1.01883,-0.10521
3.05051,-1.5102,0.1,1.032,-0.11489
3.12121,-1.5102,0.1,1.04684,-0.12258
3.19192,-1.5102,0.1,1.063,-0.12846
3.26263,-1.5102,0.1,1.08014,-0.13203
3.33333,-1.5102,0.1,1.09815,-0.13306
3.40404,-1.5102,0.1,1.11669,-0.13142
3.47475,-1.5102,0.1,1.13543,-0.12692
3.54545,-1.5102,0.1,1.15408,-0.11958
3.61616,-1.5102,0.1,1.17218,-0.10939
3.68687,-1.5102,0.1,1.18937,-0.09643
3.75758,-1.5102,0.1,1.20522,-0.08091
3.82828,-1.5102,0.1,1.21935,-0.06315
3.89899,-1.5102,0.1,1.23123,-0.04344
3.9697,-1.5102,0.1,1.24075,-0.02226
4.0404,-1.5102,0.1,1.24757,-0.0001
4.11111,-1.5102,0.1,1.25147,0.02259
4.18182,-1.5102,0.1,1.25252,0.04518
4.25253,-1.5102,0.1,1.25064,0.06736
4.32323,-1.5102,0.1,1.24623,0.08863
4.39394,-1.5102,0.1,1.23926,0.10852
4.46465,-1.5102,0.1,1.2303,0.12719
4.53535,-1.5102,0.1,1.21928,0.14402
4.60606,-1.5102,0.1,1.20697,0.15926
4.67677,-1.5102,0.1,1.19343,0.17261
4.74747,-1.5102,0.1,1.179,0.18418
4.81818,-1.5102,0.1,1.16398,0.19404
4.88889,-1.5102,0.1,1.1486,0.20225
4.9596,-1.5102,0.1,1.13302,0.20896
5.0303,-1.5102,0.1,1.11743,0.21426
5.10101,-1.5102,0.1,1.10193,0.21826
5.17172,-1.5102,0.1,1.08661,0.22105
5.24242,-1.5102,0.1,1.07155,0.22279
5.31313,-1.5102,0.1,1.05677,0.22355
5.38384,-1.5102,0.1,1.04232,0.22341
