x,y,t,u,v
3.19192,-1.83673,0.1,1.11176,-0.05757
3.26263,-1.83673,0.1,1.11003,-0.0618
3.33333,-1.83673,0.1,1.06765,-0.07731
3.40404,-1.83673,0.1,1.13707,-0.05672
3.47475,-1.83673,0.1,1.09311,-0.06987
3.54545,-1.83673,0.1,1.13506,-0.05474
3.61616,-1.83673,0.1,1.11474,-0.05734
3.68687,-1.83673,0.1,1.18259,-0.03093
3.75758,-1.83673,0.1,1.18616,-0.02303
3.82828,-1.83673,0.1,1.15789,-0.02358
3.89899,-1.83673,0.1,1.19075,-0.0038
3.9697,-1.83673,0.1,1.12819,-0.01253
4.0404,-1.83673,0.1,1.11324,-0.00544
4.11111,-1.83673,0.1,1.20139,0.03436
4.18182,-1.83673,0.1,1.18912,0.04357
4.25253,-1.83673,0.1,1.20869,0.06313
4.32323,-1.83673,0.1,1.28436,0.10022
4.39394,-1.83673,0.1,1.21555,0.09236
4.46465,-1.83673,0.1,1.12673,0.07807
4.53535,-1.83673,0.1,1.21152,0.11739
4.60606,-1.83673,0.1,1.09475,0.09362
4.67677,-1.83673,0.1,1.12492,0.11482
4.74747,-1.83673,0.1,1.13373,0.12877
4.81818,-1.83673,0.1,1.20413,0.16117
4.88889,-1.83673,0.1,1.08378,0.13346
4.9596,-1.83673,0.1,1.06984,0.138
5.0303,-1.83673,0.1,1.09194,0.15293
5.10101,-1.83673,0.1,1.05582,0.14894
5.17172,-1.83673,0.1,1.12539,0.17699
5.24242,-1.83673,0.1,1.01536,0.14842
5.31313,-1.83673,0.1,1.00146,0.14895
5.38384,-1.83673,0.1,1.02253,0.15962
5.45455,-1.83673,0.1,1.00909,0.15884
5.52525,-1.83673,0.1,1.10756,0.19212
5.59596,-1.83673,0.1,1.05308,0.17717
5.66667,-1.83673,0.1,1.00407,0.16328
5.73737,-1.83673,0.1,0.93497,0.1425
5.80808,-1.83673,0.1,1.01804,0.16842
5.87879,-1.83673,0.1,0.92549,0.13917
5.94949,-1.83673,0.1,0.89152,0.12751
6.0202,-1.83673,0.1,1.00503,0.16109
6.09091,-1.83673,0.1,0.95686,0.14385
6.16162,-1.83673,0.1,0.97519,0.1467
6.23232,-1.83673,0.1,0.93963,0.1322
6.30303,-1.83673,0.1,0.95556,0.13314
6.37374,-1.83673,0.1,0.87987,0.10501
6.44444,-1.83673,0.1,0.85501,0.09207
6.51515,-1.83673,0.1,0.92479,0.10793
6.58586,-1.83673,0.1,0.85115,0.07858
6.65657,-1.83673,0.1,0.84972,0.07104
6.72727,-1.83673,0.1,0.85411,0.06467
6.79798,-1.83673,0.1,0.86971,0.06115
6.86869,-1.83673,0.1,0.8478,0.04538
6.93939,-1.83673,0.1,0.79718,0.02012
7.0101,-1.83673,0.1,0.82583,0.01895
7.08081,-1.83673,0.1,0.75116,-0.01478
7.15152,-1.83673,0.1,0.87589,0.01307
7.22222,-1.83673,0.1,0.77306,-0.03009
7.29293,-1.83673,0.1,0.79322,-0.03537
7.36364,-1.83673,0.1,0.84353,-0.03152
7.43434,-1.83673,0.1,0.80694,-0.05488
7.50505,-1.83673,0.1,0.90934,-0.03545
7.57576,-1.83673,0.1,0.78286,-0.08764
7.64646,-1.83673,0.1,0.85516,-0.07856
7.71717,-1.83673,0.1,0.84498,-0.09565
7.78788,-1.83673,0.1,0.79933,-0.12422
7.85859,-1.83673,0.1,0.88176,-0.11329
7.92929,-1.83673,0.1,0.85834,-0.13534
1.07071,-1.7551,0.1,1.16862,0.03194
1.14141,-1.7551,0.1,1.16534,0.03905
1.21212,-1.7551,0.1,1.21932,0.06347
1.28283,-1.7551,0.1,1.17542,0.05694
1.35354,-1.7551,0.1,1.09157,0.03729
1.42424,-1.7551,0.1,1.08982,0.04244
1.49495,-1.7551,0.1,1.14207,0.06357
1.56566,-1.7551,0.1,1.11402,0.05882
1.63636,-1.7551,0.1,1.10519,0.05904
1.70707,-1.7551,0.1,0.99575,0.02694
1.77778,-1.7551,0.1,1.05944,0.0476
1.84848,-1.7551,0.1,1.01971,0.03514
1.91919,-1.7551,0.1,1.05823,0.04582
1.9899,-1.7551,0.1,1.03454,0.03614
2.06061,-1.7551,0.1,1.07378,0.04493
2.13131,-1.7551,0.1,1.04176,0.03061
2.20202,-1.7551,0.1,1.05843,0.03035
2.27273,-1.7551,0.1,0.99862,0.00545
2.34343,-1.7551,0.1,0.97463,-0.00916
2.41414,-1.7551,0.1,0.99723,-0.00999
2.48485,-1.7551,0.1,1.01464,-0.01309
2.55556,-1.7551,0.1,1.0334,-0.01631
2.62626,-1.7551,0.1,1.1201,0.00124
2.69697,-1.7551,0.1,1.02021,-0.03944
2.76768,-1.7551,0.1,0.98395,-0.06039
2.83838,-1.7551,0.1,1.01741,-0.05957
2.90909,-1.7551,0.1,1.0194,-0.06821
2.9798,-1.7551,0.1,1.07026,-0.06114
3.05051,-1.7551,0.1,0.9889,-0.09446
3.12121,-1.7551,0.1,1.07139,-0.07595
3.19192,-1.7551,0.1,1.08676,-0.07723
3.26263,-1.7551,0.1,1.10201,-0.07713
3.33333,-1.7551,0.1,1.07697,-0.08812
3.40404,-1.7551,0.1,1.10547,-0.08082
3.47475,-1.7551,0.1,1.06456,-0.09338
3.54545,-1.7551,0.1,1.11836,-0.07458
3.61616,-1.7551,0.1,1.12757,-0.06781
3.68687,-1.7551,0.1,1.18128,-0.04534
3.75758,-1.7551,0.1,1.12017,-0.0567
3.82828,-1.7551,0.1,1.2154,-0.01778
3.89899,-1.7551,0.1,1.2542,0.00518
3.9697,-1.7551,0.1,1.09926,-0.03076
4.0404,-1.7551,0.1,1.21487,0.01853
4.11111,-1.7551,0.1,1.22787,0.03687
4.18182,-1.7551,0.1,1.16881,0.03331
4.25253,-1.7551,0.1,1.17791,0.05135
4.32323,-1.7551,0.1,1.18648,0.06946
4.39394,-1.7551,0.1,1.17427,0.08095
4.46465,-1.7551,0.1,1.16765,0.09386
4.53535,-1.7551,0.1,1.09881,0.08695
4.60606,-1.7551,0.1,1.21743,0.13764
4.67677,-1.7551,0.1,1.20488,0.14693
4.74747,-1.7551,0.1,1.10975,0.12969
4.81818,-1.7551,0.1,1.06981,0.12868
4.88889,-1.7551,0.1,1.148,0.1635
4.9596,-1.7551,0.1,1.08727,0.15419
5.0303,-1.7551,0.1,1.10786,0.16921
5.10101,-1.7551,0.1,1.07535,0.1668
5.17172,-1.7551,0.1,1.10893,0.18403
5.24242,-1.7551,0.1,1.09723,0.18631
5.31313,-1.7551,0.1,1.02167,0.16788
5.38384,-1.7551,0.1,0.98044,0.15932
5.45455,-1.7551,0.1,0.95994,0.15643
5.52525,-1.7551,0.1,1.04712,0.18627
5.59596,-1.7551,0.1,0.95511,0.15969
5.66667,-1.7551,0.1,0.97478,0.16714
5.73737,-1.7551,0.1,0.95999,0.16323
5.80808,-1.7551,0.1,0.97387,0.1676
5.87879,-1.7551,0.1,0.87891,0.1375
5.94949,-1.7551,0.1,0.96426,0.16284
6.0202,-1.7551,0.1,0.96949,0.16273
6.09091,-1.7551,0.1,0.94032,0.15131
6.16162,-1.7551,0.1,0.91297,0.13982
6.23232,-1.7551,0.1,0.92221,0.13914
6.30303,-1.7551,0.1,0.92692,0.13647
6.37374,-1.7551,0.1,0.7759,0.08475
6.44444,-1.7551,0.1,0.98007,0.14281
6.51515,-1.7551,0.1,0.9018,0.11243
6.58586,-1.7551,0.1,0.84741,0.08882
6.65657,-1.7551,0.1,0.852,0.08288
6.72727,-1.7551,0.1,0.88499,0.08511
6.79798,-1.7551,0.1,0.85123,0.06595
6.86869,-1.7551,0.1,0.75929,0.0281
6.93939,-1.7551,0.1,0.93783,0.07372
7.0101,-1.7551,0.1,0.83513,0.03144
7.08081,-1.7551,0.1,0.88137,0.03499
7.15152,-1.7551,0.1,0.80037,-0.00138
7.22222,-1.7551,0.1,0.89694,0.01705
7.29293,-1.7551,0.1,0.83781,-0.01329
7.36364,-1.7551,0.1,0.85017,-0.02187
7.43434,-1.7551,0.1,0.77469,-0.05844
7.50505,-1.7551,0.1,0.87621,-0.04073
7.57576,-1.7551,0.1,0.85447,-0.0622
7.64646,-1.7551,0.1,0.8853,-0.06816
7.71717,-1.7551,0.1,0.80364,-0.10974
7.78788,-1.7551,0.1,0.81693,-0.12221
7.85859,-1.7551,0.1,0.95022,-0.09761
7.92929,-1.7551,0.1,0.80866,-0.15842
1.07071,-1.67347,0.1,1.13603,0.02576
1.14141,-1.67347,0.1,1.18685,0.05071
1.21212,-1.67347,0.1,1.13312,0.04265
1.28283,-1.67347,0.1,1.14723,0.05507
1.35354,-1.67347,0.1,1.09484,0.0461
1.42424,-1.67347,0.1,1.12067,0.06065
1.49495,-1.67347,0.1,1.03629,0.03988
1.56566,-1.67347,0.1,1.16026,0.08286
1.63636,-1.67347,0.1,1.07114,0.05844
1.70707,-1.67347,0.1,1.0365,0.04997
1.77778,-1.67347,0.1,1.08788,0.06695
1.84848,-1.67347,0.1,1.02836,0.04827
1.91919,-1.67347,0.1,0.9808,0.03198
1.9899,-1.67347,0.1,0.97241,0.02671
2.06061,-1.67347,0.1,1.05699,0.04911
2.13131,-1.67347,0.1,1.01241,0.03009
2.20202,-1.67347,0.1,1.00824,0.02258
2.27273,-1.67347,0.1,1.05838,0.03087
2.34343,-1.67347,0.1,0.95626,-0.00913
2.41414,-1.67347,0.1,0.97223,-0.01334
2.48485,-1.67347,0.1,0.98725,-0.01861
2.55556,-1.67347,0.1,1.00965,-0.02212
2.62626,-1.67347,0.1,1.00581,-0.03432
2.69697,-1.67347,0.1,0.99864,-0.04786
2.76768,-1.67347,0.1,1.01396,-0.05449
2.83838,-1.67347,0.1,1.01866,-0.06439
2.90909,-1.67347,0.1,0.99934,-0.08142
2.9798,-1.67347,0.1,1.00469,-0.09024
3.05051,-1.67347,0.1,1.06433,-0.08142
3.12121,-1.67347,0.1,1.02382,-0.10278
3.19192,-1.67347,0.1,1.02477,-0.10987
3.26263,-1.67347,0.1,1.07641,-0.09969
3.33333,-1.67347,0.1,1.09747,-0.0974
3.40404,-1.67347,0.1,1.22042,-0.0615
3.47475,-1.67347,0.1,1.1018,-0.09859
3.54545,-1.67347,0.1,1.18985,-0.06924
3.61616,-1.67347,0.1,1.19447,-0.06365
3.68687,-1.67347,0.1,1.11999,-0.08041
3.75758,-1.67347,0.1,1.21939,-0.04096
3.82828,-1.67347,0.1,1.14125,-0.05468
3.89899,-1.67347,0.1,1.08304,-0.06037
3.9697,-1.67347,0.1,1.2359,0.00116
4.0404,-1.67347,0.1,1.13395,-0.01525
4.11111,-1.67347,0.1,1.23525,0.03254
4.18182,-1.67347,0.1,1.18426,0.03374
4.25253,-1.67347,0.1,1.28765,0.08324
4.32323,-1.67347,0.1,1.25732,0.09127
4.39394,-1.67347,0.1,1.18344,0.08567
4.46465,-1.67347,0.1,1.16567,0.09694
4.53535,-1.67347,0.1,1.13358,0.10325
4.60606,-1.67347,0.1,1.15875,0.12643
4.67677,-1.67347,0.1,1.15537,0.13984
4.74747,-1.67347,0.1,1.14026,0.1487
4.81818,-1.67347,0.1,1.15173,0.16466
4.88889,-1.67347,0.1,1.1583,0.17804
4.9596,-1.67347,0.1,1.13533,0.18116
5.0303,-1.67347,0.1,1.07245,0.17078
5.10101,-1.67347,0.1,1.02926,0.16548
5.17172,-1.67347,0.1,1.14222,0.2077
5.24242,-1.67347,0.1,1.03709,0.18117
5.31313,-1.67347,0.1,1.02601,0.18295
5.38384,-1.67347,0.1,1.01936,0.18525
5.45455,-1.67347,0.1,0.9476,0.16647
5.52525,-1.67347,0.1,0.9968,0.18452
5.59596,-1.67347,0.1,0.9848,0.1828
5.66667,-1.67347,0.1,1.02254,0.19583
5.73737,-1.67347,0.1,1.01461,0.194
5.80808,-1.67347,0.1,0.97221,0.1808
5.87879,-1.67347,0.1,1.00295,0.18971
5.94949,-1.67347,0.1,0.96566,0.17686
6.0202,-1.67347,0.1,0.93921,0.16675
6.09091,-1.67347,0.1,0.93691,0.16356
6.16162,-1.67347,0.1,0.91115,0.15253
6.23232,-1.67347,0.1,0.89226,0.14302
6.30303,-1.67347,0.1,0.88852,0.13755
6.37374,-1.67347,0.1,0.84072,0.11779
6.44444,-1.67347,0.1,0.8951,0.12914
6.51515,-1.67347,0.1,0.8293,0.10243
6.58586,-1.67347,0.1,0.90352,0.11858
6.65657,-1.67347,0.1,0.84663,0.09331
6.72727,-1.67347,0.1,0.85255,0.0869
6.79798,-1.67347,0.1,0.8654,0.08198
6.86869,-1.67347,0.1,0.86543,0.07245
6.93939,-1.67347,0.1,0.75969,0.02949
7.0101,-1.67347,0.1,0.81504,0.03612
7.08081,-1.67347,0.1,0.85844,0.03853
7.15152,-1.67347,0.1,0.73763,-0.01049
7.22222,-1.67347,0.1,0.82706,0.00516
7.29293,-1.67347,0.1,0.70494,-0.04562
7.36364,-1.67347,0.1,0.75815,-0.04276
7.43434,-1.67347,0.1,0.80513,-0.04305
7.50505,-1.67347,0.1,0.73009,-0.08244
7.57576,-1.67347,0.1,0.76332,-0.08935
7.64646,-1.67347,0.1,0.74653,-0.11278
7.71717,-1.67347,0.1,0.89374,-0.08597
7.78788,-1.67347,0.1,0.83558,-0.12305
7.85859,-1.67347,0.1,0.86369,-0.13317
7.92929,-1.67347,0.1,0.83942,-0.15934
1.07071,-1.59184,0.1,1.1355,0.0301
1.14141,-1.59184,0.1,1.07159,0.02056
1.21212,-1.59184,0.1,1.12312,0.04635
1.28283,-1.59184,0.1,1.09324,0.04622
1.35354,-1.59184,0.1,1.15654,0.07415
1.42424,-1.59184,0.1,1.15932,0.08232
1.49495,-1.59184,0.1,1.1636,0.08983
1.56566,-1.59184,0.1,1.12535,0.08314
1.63636,-1.59184,0.1,1.04938,0.06339
1.70707,-1.59184,0.1,1.01539,0.0554
1.77778,-1.59184,0.1,1.08948,0.07951
1.84848,-1.59184,0.1,1.06078,0.0704
1.91919,-1.59184,0.1,0.95557,0.03604
1.9899,-1.59184,0.1,1.0419,0.0598
2.06061,-1.59184,0.1,1.05422,0.05913
2.13131,-1.59184,0.1,1.01292,0.04044
2.20202,-1.59184,0.1,0.99566,0.02791
2.27273,-1.59184,0.1,0.96257,0.00925
2.34343,-1.59184,0.1,0.93006,-0.01038
2.41414,-1.59184,0.1,1.02861,0.00969
2.48485,-1.59184,0.1,0.97789,-0.01755
2.55556,-1.59184,0.1,0.98197,-0.0285
2.62626,-1.59184,0.1,1.07263,-0.01315
2.69697,-1.59184,0.1,1.02955,-0.03964
2.76768,-1.59184,0.1,1.02122,-0.05577
2.83838,-1.59184,0.1,1.01824,-0.06995
2.90909,-1.59184,0.1,1.08926,-0.06096
2.9798,-1.59184,0.1,1.10886,-0.06736
3.05051,-1.59184,0.1,1.08549,-0.08636
3.12121,-1.59184,0.1,1.08344,-0.09751
3.19192,-1.59184,0.1,0.97778,-0.13927
3.26263,-1.59184,0.1,1.09288,-0.11089
3.33333,-1.59184,0.1,1.09761,-0.11474
3.40404,-1.59184,0.1,1.12434,-0.10966
3.47475,-1.59184,0.1,1.1791,-0.09335
3.54545,-1.59184,0.1,1.02998,-0.13792
3.61616,-1.59184,0.1,1.14319,-0.09833
3.68687,-1.59184,0.1,1.19558,-0.075
3.75758,-1.59184,0.1,1.17581,-0.07156
3.82828,-1.59184,0.1,1.14478,-0.06923
3.89899,-1.59184,0.1,1.25716,-0.02018
3.9697,-1.59184,0.1,1.23808,-0.01008
4.0404,-1.59184,0.1,1.18716,-0.00836
4.11111,-1.59184,0.1,1.24768,0.02918
4.18182,-1.59184,0.1,1.27076,0.05586
4.25253,-1.59184,0.1,1.23201,0.06374
4.32323,-1.59184,0.1,1.26344,0.09338
4.39394,-1.59184,0.1,1.22464,0.10092
4.46465,-1.59184,0.1,1.19526,0.11083
4.53535,-1.59184,0.1,1.15134,0.11509
4.60606,-1.59184,0.1,1.18856,0.14391
4.67677,-1.59184,0.1,1.18914,0.16005
4.74747,-1.59184,0.1,1.20695,0.18032
4.81818,-1.59184,0.1,1.149,0.17576
4.88889,-1.59184,0.1,1.1609,0.19164
4.9596,-1.59184,0.1,1.08293,0.17833
5.0303,-1.59184,0.1,1.07692,0.18614
5.10101,-1.59184,0.1,1.09295,0.19961
5.17172,-1.59184,0.1,1.03645,0.18944
5.24242,-1.59184,0.1,1.10675,0.21761
5.31313,-1.59184,0.1,1.077,0.21369
5.38384,-1.59184,0.1,1.05528,0.21134
5.45455,-1.59184,0.1,1.04473,0.21159
5.52525,-1.59184,0.1,1.10734,0.23374
5.59596,-1.59184,0.1,0.98282,0.19701
5.66667,-1.59184,0.1,0.89258,0.17017
5.73737,-1.59184,0.1,0.98832,0.20047
5.80808,-1.59184,0.1,0.96525,0.19319
5.87879,-1.59184,0.1,0.9327,0.18234
5.94949,-1.59184,0.1,0.90065,0.17102
6.0202,-1.59184,0.1,0.91382,0.17314
6.09091,-1.59184,0.1,0.93088,0.17588
6.16162,-1.59184,0.1,0.88955,0.15987
6.23232,-1.59184,0.1,1.0102,0.19363
6.30303,-1.59184,0.1,0.84856,0.13899
6.37374,-1.59184,0.1,0.84625,0.13321
6.44444,-1.59184,0.1,0.76953,0.1037
6.51515,-1.59184,0.1,0.8744,0.12993
6.58586,-1.59184,0.1,0.76357,0.0884
6.65657,-1.59184,0.1,0.82126,0.09857
6.72727,-1.59184,0.1,0.82479,0.09126
6.79798,-1.59184,0.1,0.79737,0.07363
6.86869,-1.59184,0.1,0.8998,0.09578
6.93939,-1.59184,0.1,0.85908,0.07292
7.0101,-1.59184,0.1,0.86681,0.06454
7.08081,-1.59184,0.1,0.76151,0.02049
7.15152,-1.59184,0.1,0.84615,0.03475
7.22222,-1.59184,0.1,0.81311,0.01126
7.29293,-1.59184,0.1,0.82205,-0.00013
7.36364,-1.59184,0.1,0.83209,-0.01283
7.43434,-1.59184,0.1,0.74547,-0.05724
7.50505,-1.59184,0.1,0.76998,-0.06861
7.57576,-1.59184,0.1,0.83276,-0.06934
7.64646,-1.59184,0.1,0.68174,-0.13735
7.71717,-1.59184,0.1,0.87797,-0.09784
7.78788,-1.59184,0.1,0.84538,-0.12947
7.85859,-1.59184,0.1,0.83011,-0.15497
7.92929,-1.59184,0.1,0.85475,-0.16743
1.07071,-1.5102,0.1,1.11561,0.02905
1.14141,-1.5102,0.1,1.138,0.04763
1.21212,-1.5102,0.1,1.19409,0.07616
1.28283,-1.5102,0.1,1.19298,0.08607
1.35354,-1.5102,0.1,1.24501,0.11176
1.42424,-1.5102,0.1,1.10927,0.07789
1.49495,-1.5102,0.1,1.07112,0.07322
1.56566,-1.5102,0.1,1.0654,0.07737
1.63636,-1.5102,0.1,1.03043,0.07085
1.70707,-1.5102,0.1,1.06028,0.08311
1.77778,-1.5102,0.1,1.06876,0.08713
1.84848,-1.5102,0.1,1.03819,0.0774
1.91919,-1.5102,0.1,1.0777,0.08781
1.9899,-1.5102,0.1,1.00736,0.06244
2.06061,-1.5102,0.1,0.99255,0.05274
2.13131,-1.5102,0.1,0.97341,0.04011
2.20202,-1.5102,0.1,0.9187,0.01494
2.27273,-1.5102,0.1,0.9155,0.00433
2.34343,-1.5102,0.1,0.92831,-0.00261
2.41414,-1.5102,0.1,1.03666,0.01892
2.48485,-1.5102,0.1,1.01701,-0.00038
2.55556,-1.5102,0.1,1.03892,-0.00765
2.62626,-1.5102,0.1,0.91953,-0.0596
2.69697,-1.5102,0.1,0.89501,-0.08248
2.76768,-1.5102,0.1,0.95986,-0.07792
2.83838,-1.5102,0.1,1.00534,-0.07938
2.90909,-1.5102,0.1,1.02972,-0.08712
2.9798,-1.5102,0.1,1.06592,-0.09057
3.05051,-1.5102,0.1,1.04477,-0.11092
3.12121,-1.5102,0.1,1.12513,-0.09825
3.19192,-1.5102,0.1,1.053,-0.13156
3.26263,-1.5102,0.1,1.03912,-0.14478
3.33333,-1.5102,0.1,1.02262,-0.15654
3.40404,-1.5102,0.1,1.07675,-0.14383
3.47475,-1.5102,0.1,1.14631,-0.12354
3.54545,-1.5102,0.1,1.11416,-0.13199
3.61616,-1.5102,0.1,1.21426,-0.09631
3.68687,-1.5102,0.1,1.25282,-0.07671
3.75758,-1.5102,0.1,1.09876,-0.114
3.82828,-1.5102,0.1,1.25817,-0.05108
3.89899,-1.5102,0.1,1.13062,-0.07471
3.9697,-1.5102,0.1,1.25879,-0.01666
4.0404,-1.5102,0.1,1.30259,0.01701
4.11111,-1.5102,0.1,1.25438,0.0235
4.18182,-1.5102,0.1,1.19503,0.02731
4.25253,-1.5102,0.1,1.22434,0.05919
4.32323,-1.5102,0.1,1.23448,0.08497
4.39394,-1.5102,0.1,1.23107,0.10598
4.46465,-1.5102,0.1,1.22118,0.12436
4.53535,-1.5102,0.1,1.21434,0.14249
4.60606,-1.5102,0.1,1.21656,0.16224
4.67677,-1.5102,0.1,1.13914,0.15573
4.74747,-1.5102,0.1,1.16812,0.18081
4.81818,-1.5102,0.1,1.23219,0.21524
4.88889,-1.5102,0.1,1.13132,0.19688
4.9596,-1.5102,0.1,1.11308,0.20277
5.0303,-1.5102,0.1,1.16587,0.22931
5.10101,-1.5102,0.1,0.98696,0.18252
5.17172,-1.5102,0.1,1.13968,0.23755
5.24242,-1.5102,0.1,1.04316,0.21397
5.31313,-1.5102,0.1,1.06414,0.22584
